ts,window,session,boundary_ms,probe_sent_local_ms,probe_resp_local_ms,sap_offset_ms,rtt_ms,unlock_lag_ms,learned_lag_ms
2026-09-24T16:19:59.591Z,21:50,s2,1790266800000,1790266799520,1790266799591,1500,71,1056,1009
2026-09-24T16:20:59.594Z,21:51,s2,1790266860000,1790266859524,1790266859594,1500,71,1060,1009
2026-09-24T16:22:58.525Z,21:53,s1,1790266980000,1790266978504,1790266978525,1500,21,15,0
2026-09-24T16:24:58.524Z,21:55,s1,1790267100000,1790267098503,1790267098524,1500,21,14,0
