ts,window,session,boundary_ms,probe_sent_local_ms,probe_resp_local_ms,sap_offset_ms,rtt_ms,unlock_lag_ms,learned_lag_ms
2026-09-25T06:25:59.574Z,11:56,s1,1790317560000,1790317559504,1790317559574,1500,71,1040,981
2026-09-25T06:28:59.599Z,11:59,s1,1790317740000,1790317739528,1790317739599,1500,71,1064,999
2026-09-25T06:31:59.578Z,12:02,s2,1790317920000,1790317919507,1790317919578,1500,71,1043,979
2026-09-25T06:33:58.527Z,12:04,s1,1790318040000,1790318038505,1790318038527,1500,21,16,0
